Empresa;Local de Negócios;Divisão;Estado;UF
TBRA;3868;38PB;Paraíba;PB
TBRA;3869;38PB;Paraíba;PB
TBRA;3870;38PB;Paraíba;PB
TBRA;3871;38PB;Paraíba;PB
TBRA;3872;38PB;Paraíba;PB
TBRA;3873;38PB;Paraíba;PB
TBRA;3874;38PB;Paraíba;PB
TBRA;3875;38PB;Paraíba;PB
TBRA;3876;38PB;Paraíba;PB
TBRA;3877;38PB;Paraíba;PB
TBRA;3878;38PB;Paraíba;PB
TBRA;3879;38PB;Paraíba;PB
TBRA;3880;38PB;Paraíba;PB
TBRA;3881;38PB;Paraíba;PB
TBRA;3882;38PB;Paraíba;PB
TBRA;3883;38PB;Paraíba;PB
TBRA;3884;38PB;Paraíba;PB
TBRA;3885;38PB;Paraíba;PB
TBRA;3886;38PB;Paraíba;PB
TBRA;3887;38PB;Paraíba;PB
TBRA;3888;38PB;Paraíba;PB
TBRA;3889;38PB;Paraíba;PB
TBRA;3890;38PB;Paraíba;PB
TBRA;3891;38PB;Paraíba;PB
TBRA;3892;38PB;Paraíba;PB
TBRA;3893;38PB;Paraíba;PB
TBRA;3894;38PB;Paraíba;PB
TBRA;3895;38PB;Paraíba;PB
TBRA;3896;38PB;Paraíba;PB
TBRA;3897;38PB;Paraíba;PB
TBRA;3898;38PB;Paraíba;PB
TBRA;3899;38PB;Paraíba;PB
TBRA;3900;38PB;Paraíba;PB
TBRA;3901;39RN;Rio Grande do Norte;RN
TBRA;3902;39RN;Rio Grande do Norte;RN
TBRA;3903;39RN;Rio Grande do Norte;RN
TBRA;3904;39RN;Rio Grande do Norte;RN
TBRA;3905;39RN;Rio Grande do Norte;RN
TBRA;3906;39RN;Rio Grande do Norte;RN
TBRA;3907;39RN;Rio Grande do Norte;RN
TBRA;3908;39RN;Rio Grande do Norte;RN
TBRA;3909;39RN;Rio Grande do Norte;RN
TBRA;3910;39RN;Rio Grande do Norte;RN
TBRA;3911;39RN;Rio Grande do Norte;RN
TBRA;3912;39RN;Rio Grande do Norte;RN
TBRA;3913;39RN;Rio Grande do Norte;RN
TBRA;3914;39RN;Rio Grande do Norte;RN
TBRA;3915;39RN;Rio Grande do Norte;RN
TBRA;3916;39RN;Rio Grande do Norte;RN
TBRA;3917;39RN;Rio Grande do Norte;RN
TBRA;3918;39RN;Rio Grande do Norte;RN
TBRA;3919;39RN;Rio Grande do Norte;RN
TBRA;3920;39RN;Rio Grande do Norte;RN
TBRA;3921;39RN;Rio Grande do Norte;RN
TBRA;3922;39RN;Rio Grande do Norte;RN
TBRA;3923;39RN;Rio Grande do Norte;RN
TBRA;3924;39RN;Rio Grande do Norte;RN
TBRA;3925;39RN;Rio Grande do Norte;RN
TBRA;3926;39RN;Rio Grande do Norte;RN
TBRA;3927;39RN;Rio Grande do Norte;RN
TBRA;3928;39RN;Rio Grande do Norte;RN
TBRA;3929;39RN;Rio Grande do Norte;RN
TBRA;3930;39RN;Rio Grande do Norte;RN
TBRA;3931;39RN;Rio Grande do Norte;RN
TBRA;3932;39RN;Rio Grande do Norte;RN
TBRA;3933;39RN;Rio Grande do Norte;RN
TBRA;3934;39RN;Rio Grande do Norte;RN
TBRA;3935;39RN;Rio Grande do Norte;RN
TBRA;3936;39RN;Rio Grande do Norte;RN
TBRA;3937;39RN;Rio Grande do Norte;RN
TBRA;3938;39RN;Rio Grande do Norte;RN
TBRA;3939;39RN;Rio Grande do Norte;RN
TBRA;3940;39RN;Rio Grande do Norte;RN
TBRA;3941;39RN;Rio Grande do Norte;RN
TBRA;3942;39RN;Rio Grande do Norte;RN
TBRA;3943;39RN;Rio Grande do Norte;RN
TBRA;3944;39RN;Rio Grande do Norte;RN
TBRA;3945;39RN;Rio Grande do Norte;RN
TBRA;3946;39RN;Rio Grande do Norte;RN
TBRA;3947;39RN;Rio Grande do Norte;RN
TBRA;3948;39RN;Rio Grande do Norte;RN
TBRA;3949;39RN;Rio Grande do Norte;RN
TBRA;3950;39RN;Rio Grande do Norte;RN
TBRA;3951;39RN;Rio Grande do Norte;RN
TBRA;3952;39RN;Rio Grande do Norte;RN
TBRA;3953;39RN;Rio Grande do Norte;RN
TBRA;3954;39RN;Rio Grande do Norte;RN
TBRA;3955;39RN;Rio Grande do Norte;RN
TBRA;3956;39RN;Rio Grande do Norte;RN
TBRA;3957;39RN;Rio Grande do Norte;RN
TBRA;3958;39RN;Rio Grande do Norte;RN
TBRA;3959;39RN;Rio Grande do Norte;RN
TBRA;3960;39RN;Rio Grande do Norte;RN
TBRA;3961;39RN;Rio Grande do Norte;RN
TBRA;3962;39RN;Rio Grande do Norte;RN
TBRA;3963;39RN;Rio Grande do Norte;RN
TBRA;3964;39RN;Rio Grande do Norte;RN
TBRA;3965;39RN;Rio Grande do Norte;RN
TBRA;3966;39RN;Rio Grande do Norte;RN
TBRA;3967;39RN;Rio Grande do Norte;RN
TBRA;3968;39RN;Rio Grande do Norte;RN
TBRA;3969;39RN;Rio Grande do Norte;RN
TBRA;3970;39RN;Rio Grande do Norte;RN
TBRA;3971;39RN;Rio Grande do Norte;RN
TBRA;3972;39RN;Rio Grande do Norte;RN
TBRA;3973;39RN;Rio Grande do Norte;RN
TBRA;3974;39RN;Rio Grande do Norte;RN
TBRA;3975;39RN;Rio Grande do Norte;RN
TBRA;3976;39RN;Rio Grande do Norte;RN
TBRA;3977;39RN;Rio Grande do Norte;RN
TBRA;3978;39RN;Rio Grande do Norte;RN
TBRA;3979;39RN;Rio Grande do Norte;RN
TBRA;3980;39RN;Rio Grande do Norte;RN
TBRA;3981;39RN;Rio Grande do Norte;RN
TBRA;3982;39RN;Rio Grande do Norte;RN
TBRA;3983;39RN;Rio Grande do Norte;RN
TBRA;3984;39RN;Rio Grande do Norte;RN
TBRA;3985;39RN;Rio Grande do Norte;RN
TBRA;3986;39RN;Rio Grande do Norte;RN
TBRA;3987;39RN;Rio Grande do Norte;RN
TBRA;3988;39RN;Rio Grande do Norte;RN
TBRA;3989;39RN;Rio Grande do Norte;RN
TBRA;3990;39RN;Rio Grande do Norte;RN
TBRA;3991;39RN;Rio Grande do Norte;RN
TBRA;3992;39RN;Rio Grande do Norte;RN
TBRA;3993;39RN;Rio Grande do Norte;RN
TBRA;3994;39RN;Rio Grande do Norte;RN
TBRA;3995;39RN;Rio Grande do Norte;RN
TBRA;3996;39RN;Rio Grande do Norte;RN
TBRA;3997;39RN;Rio Grande do Norte;RN
TBRA;3998;39RN;Rio Grande do Norte;RN
TBRA;3999;39RN;Rio Grande do Norte;RN
TBRA;4000;40DF;Distrito Federal;DF
TBRA;4001;40DF;Distrito Federal;DF
TBRA;4002;40DF;Distrito Federal;DF
TBRA;4003;40DF;Distrito Federal;DF
TBRA;4004;40DF;Distrito Federal;DF
TBRA;4005;40DF;Distrito Federal;DF
TBRA;4006;40DF;Distrito Federal;DF
TBRA;4007;40DF;Distrito Federal;DF
TBRA;4008;40DF;Distrito Federal;DF
TBRA;4009;40DF;Distrito Federal;DF
TBRA;4010;40DF;Distrito Federal;DF
TBRA;4011;40DF;Distrito Federal;DF
TBRA;4012;40DF;Distrito Federal;DF
TBRA;4013;40DF;Distrito Federal;DF
TBRA;4014;40DF;Distrito Federal;DF
TBRA;4015;40DF;Distrito Federal;DF
TBRA;4016;40DF;Distrito Federal;DF
TBRA;4017;40DF;Distrito Federal;DF
TBRA;4018;40DF;Distrito Federal;DF
TBRA;4019;40DF;Distrito Federal;DF
TBRA;4020;40DF;Distrito Federal;DF
TBRA;4021;40DF;Distrito Federal;DF
TBRA;4022;40DF;Distrito Federal;DF
TBRA;4023;40DF;Distrito Federal;DF
TBRA;4024;40DF;Distrito Federal;DF
TBRA;4025;40DF;Distrito Federal;DF
TBRA;4026;40DF;Distrito Federal;DF
TBRA;4027;40DF;Distrito Federal;DF
TBRA;4028;40DF;Distrito Federal;DF
TBRA;4029;40DF;Distrito Federal;DF
TBRA;4030;40DF;Distrito Federal;DF
TBRA;4031;40DF;Distrito Federal;DF
TBRA;4032;40DF;Distrito Federal;DF
TBRA;4033;40DF;Distrito Federal;DF
TBRA;4034;40DF;Distrito Federal;DF
TBRA;4035;40DF;Distrito Federal;DF
TBRA;4036;40DF;Distrito Federal;DF
TBRA;4037;40DF;Distrito Federal;DF
TBRA;4038;40DF;Distrito Federal;DF
TBRA;4039;40DF;Distrito Federal;DF
TBRA;4040;40DF;Distrito Federal;DF
TBRA;4041;40DF;Distrito Federal;DF
TBRA;4042;40DF;Distrito Federal;DF
TBRA;4043;40DF;Distrito Federal;DF
TBRA;4044;40DF;Distrito Federal;DF
TBRA;4045;40DF;Distrito Federal;DF
TBRA;4046;40DF;Distrito Federal;DF
TBRA;4047;40DF;Distrito Federal;DF
TBRA;4048;40DF;Distrito Federal;DF
TBRA;4049;40DF;Distrito Federal;DF
TBRA;4050;40DF;Distrito Federal;DF
TBRA;4051;40DF;Distrito Federal;DF
TBRA;4052;40DF;Distrito Federal;DF
TBRA;4053;40DF;Distrito Federal;DF
TBRA;4054;40DF;Distrito Federal;DF
TBRA;4055;40DF;Distrito Federal;DF
TBRA;4056;40DF;Distrito Federal;DF
TBRA;4057;40DF;Distrito Federal;DF
TBRA;4058;40DF;Distrito Federal;DF
TBRA;4059;40DF;Distrito Federal;DF
TBRA;4060;40DF;Distrito Federal;DF
TBRA;4061;40DF;Distrito Federal;DF
TBRA;4062;40DF;Distrito Federal;DF
TBRA;4063;40DF;Distrito Federal;DF
TBRA;4064;40DF;Distrito Federal;DF
TBRA;4065;40DF;Distrito Federal;DF
TBRA;4066;40DF;Distrito Federal;DF
TBRA;4067;40DF;Distrito Federal;DF
TBRA;4068;40DF;Distrito Federal;DF
TBRA;4069;40DF;Distrito Federal;DF
TBRA;4070;40DF;Distrito Federal;DF
TBRA;4071;40DF;Distrito Federal;DF
TBRA;4072;40DF;Distrito Federal;DF
TBRA;4073;40DF;Distrito Federal;DF
TBRA;4074;40DF;Distrito Federal;DF
TBRA;4075;40DF;Distrito Federal;DF
TBRA;4076;40DF;Distrito Federal;DF
TBRA;4077;40DF;Distrito Federal;DF
TBRA;4078;40DF;Distrito Federal;DF
TBRA;4079;40DF;Distrito Federal;DF
TBRA;4080;40DF;Distrito Federal;DF
TBRA;4081;40DF;Distrito Federal;DF
TBRA;4082;40DF;Distrito Federal;DF
TBRA;4083;40DF;Distrito Federal;DF
TBRA;4084;40DF;Distrito Federal;DF
TBRA;4085;40DF;Distrito Federal;DF
TBRA;4086;40DF;Distrito Federal;DF
TBRA;4087;40DF;Distrito Federal;DF
TBRA;4088;40DF;Distrito Federal;DF
TBRA;4089;40DF;Distrito Federal;DF
TBRA;4090;40DF;Distrito Federal;DF
TBRA;4091;40DF;Distrito Federal;DF
TBRA;4092;40DF;Distrito Federal;DF
TBRA;4093;40DF;Distrito Federal;DF
TBRA;4094;40DF;Distrito Federal;DF
TBRA;4095;40DF;Distrito Federal;DF
TBRA;4096;40DF;Distrito Federal;DF
TBRA;4097;40DF;Distrito Federal;DF
TBRA;4098;40DF;Distrito Federal;DF
TBRA;4099;40DF;Distrito Federal;DF
TBRA;5000;50GO;Goias ;GO
TBRA;5001;50GO;Goias ;GO
TBRA;5002;50GO;Goias ;GO
TBRA;5003;50GO;Goias ;GO
TBRA;5004;50GO;Goias ;GO
TBRA;5005;50GO;Goias ;GO
TBRA;5006;50GO;Goias ;GO
TBRA;5007;50GO;Goias ;GO
TBRA;5008;50GO;Goias ;GO
TBRA;5009;50GO;Goias ;GO
TBRA;5010;50GO;Goias ;GO
TBRA;5011;50GO;Goias ;GO
TBRA;5012;50GO;Goias ;GO
TBRA;5013;50GO;Goias ;GO
TBRA;5014;50GO;Goias ;GO
TBRA;5015;50GO;Goias ;GO
TBRA;5016;50GO;Goias ;GO
TBRA;5017;50GO;Goias ;GO
TBRA;5018;50GO;Goias ;GO
TBRA;5019;50GO;Goias ;GO
TBRA;5020;50GO;Goias ;GO
TBRA;5021;50GO;Goias ;GO
TBRA;5022;50GO;Goias ;GO
TBRA;5023;50GO;Goias ;GO
TBRA;5024;50GO;Goias ;GO
TBRA;5025;50GO;Goias ;GO
TBRA;5026;50GO;Goias ;GO
TBRA;5027;50GO;Goias ;GO
TBRA;5028;50GO;Goias ;GO
TBRA;5029;50GO;Goias ;GO
TBRA;5030;50GO;Goias ;GO
TBRA;5031;50GO;Goias ;GO
TBRA;5032;50GO;Goias ;GO
TBRA;5033;50GO;Goias ;GO
TBRA;5034;50GO;Goias ;GO
TBRA;5035;50GO;Goias ;GO
TBRA;5036;50GO;Goias ;GO
TBRA;5037;50GO;Goias ;GO
TBRA;5038;50GO;Goias ;GO
TBRA;5039;50GO;Goias ;GO
TBRA;5040;50GO;Goias ;GO
TBRA;5041;50GO;Goias ;GO
TBRA;5042;50GO;Goias ;GO
TBRA;5043;50GO;Goias ;GO
TBRA;5044;50GO;Goias ;GO
TBRA;5045;50GO;Goias ;GO
TBRA;5046;50GO;Goias ;GO
TBRA;5047;50GO;Goias ;GO
TBRA;5048;50GO;Goias ;GO
TBRA;5049;50GO;Goias ;GO
TBRA;5050;50GO;Goias ;GO
TBRA;5051;50GO;Goias ;GO
TBRA;5052;50GO;Goias ;GO
TBRA;5053;50GO;Goias ;GO
TBRA;5054;50GO;Goias ;GO
TBRA;5055;50GO;Goias ;GO
TBRA;5056;50GO;Goias ;GO
TBRA;5057;50GO;Goias ;GO
TBRA;5058;50GO;Goias ;GO
TBRA;5059;50GO;Goias ;GO
TBRA;5060;50GO;Goias ;GO
TBRA;5061;50GO;Goias ;GO
TBRA;5062;50GO;Goias ;GO
TBRA;5063;50GO;Goias ;GO
TBRA;5064;50GO;Goias ;GO
TBRA;5065;50GO;Goias ;GO
TBRA;5066;50GO;Goias ;GO
TBRA;5067;50GO;Goias ;GO
TBRA;5068;50GO;Goias ;GO
TBRA;5069;50GO;Goias ;GO
TBRA;5070;50GO;Goias ;GO
TBRA;5071;50GO;Goias ;GO
TBRA;5072;50GO;Goias ;GO
TBRA;5073;50GO;Goias ;GO
TBRA;5074;50GO;Goias ;GO
TBRA;5075;50GO;Goias ;GO
TBRA;5076;50GO;Goias ;GO
TBRA;5077;50GO;Goias ;GO
TBRA;5078;50GO;Goias ;GO
TBRA;5079;50GO;Goias ;GO
TBRA;5080;50GO;Goias ;GO
TBRA;5081;50GO;Goias ;GO
TBRA;5082;50GO;Goias ;GO
TBRA;5083;50GO;Goias ;GO
TBRA;5084;50GO;Goias ;GO
TBRA;5085;50GO;Goias ;GO
TBRA;5086;50GO;Goias ;GO
TBRA;5087;50GO;Goias ;GO
TBRA;5088;50GO;Goias ;GO
TBRA;5089;50GO;Goias ;GO
TBRA;5090;50GO;Goias ;GO
TBRA;5091;50GO;Goias ;GO
TBRA;5092;50GO;Goias ;GO
TBRA;5093;50GO;Goias ;GO
TBRA;5094;50GO;Goias ;GO
TBRA;5095;50GO;Goias ;GO
TBRA;5096;50GO;Goias ;GO
TBRA;5097;50GO;Goias ;GO
TBRA;5098;50GO;Goias ;GO
TBRA;5099;50GO;Goias ;GO
TBRA;5100;51TO;Tocantins;TO
TBRA;5101;51TO;Tocantins;TO
TBRA;5102;51TO;Tocantins;TO
TBRA;5103;51TO;Tocantins;TO
TBRA;5104;51TO;Tocantins;TO
TBRA;5105;51TO;Tocantins;TO
TBRA;5106;51TO;Tocantins;TO
TBRA;5107;51TO;Tocantins;TO
TBRA;5108;51TO;Tocantins;TO
TBRA;5109;51TO;Tocantins;TO
TBRA;5110;51TO;Tocantins;TO
TBRA;5111;51TO;Tocantins;TO
TBRA;5112;51TO;Tocantins;TO
TBRA;5113;51TO;Tocantins;TO
TBRA;5114;51TO;Tocantins;TO
TBRA;5115;51TO;Tocantins;TO
TBRA;5116;51TO;Tocantins;TO
TBRA;5117;51TO;Tocantins;TO
TBRA;5118;51TO;Tocantins;TO
TBRA;5119;51TO;Tocantins;TO
TBRA;5120;51TO;Tocantins;TO
TBRA;5121;51TO;Tocantins;TO
TBRA;5122;51TO;Tocantins;TO
TBRA;5123;51TO;Tocantins;TO
TBRA;5124;51TO;Tocantins;TO
TBRA;5125;51TO;Tocantins;TO
TBRA;5126;51TO;Tocantins;TO
TBRA;5127;51TO;Tocantins;TO
TBRA;5128;51TO;Tocantins;TO
TBRA;5129;51TO;Tocantins;TO
TBRA;5130;51TO;Tocantins;TO
TBRA;5131;51TO;Tocantins;TO
TBRA;5132;51TO;Tocantins;TO
TBRA;5133;51TO;Tocantins;TO
TBRA;5134;51TO;Tocantins;TO
TBRA;5135;51TO;Tocantins;TO
TBRA;5136;51TO;Tocantins;TO
TBRA;5137;51TO;Tocantins;TO
TBRA;5138;51TO;Tocantins;TO
TBRA;5139;51TO;Tocantins;TO
TBRA;5140;51TO;Tocantins;TO
TBRA;5141;51TO;Tocantins;TO
TBRA;5142;51TO;Tocantins;TO
TBRA;5143;51TO;Tocantins;TO
TBRA;5144;51TO;Tocantins;TO
TBRA;5145;51TO;Tocantins;TO
TBRA;5146;51TO;Tocantins;TO
TBRA;5147;51TO;Tocantins;TO
TBRA;5148;51TO;Tocantins;TO
TBRA;5149;51TO;Tocantins;TO
TBRA;5150;51TO;Tocantins;TO
TBRA;5151;51TO;Tocantins;TO
TBRA;5152;51TO;Tocantins;TO
TBRA;5153;51TO;Tocantins;TO
TBRA;5154;51TO;Tocantins;TO
TBRA;5155;51TO;Tocantins;TO
TBRA;5156;51TO;Tocantins;TO
TBRA;5157;51TO;Tocantins;TO
TBRA;5158;51TO;Tocantins;TO
TBRA;5159;51TO;Tocantins;TO
TBRA;5160;51TO;Tocantins;TO
TBRA;5161;51TO;Tocantins;TO
TBRA;5162;51TO;Tocantins;TO
TBRA;5163;51TO;Tocantins;TO
TBRA;5164;51TO;Tocantins;TO
TBRA;5165;51TO;Tocantins;TO
TBRA;5166;51TO;Tocantins;TO
TBRA;5167;51TO;Tocantins;TO
TBRA;5168;51TO;Tocantins;TO
TBRA;5169;51TO;Tocantins;TO
TBRA;5170;51TO;Tocantins;TO
TBRA;5171;51TO;Tocantins;TO
TBRA;5172;51TO;Tocantins;TO
TBRA;5173;51TO;Tocantins;TO
TBRA;5174;51TO;Tocantins;TO
TBRA;5175;51TO;Tocantins;TO
TBRA;5176;51TO;Tocantins;TO
TBRA;5177;51TO;Tocantins;TO
TBRA;5178;51TO;Tocantins;TO
TBRA;5179;51TO;Tocantins;TO
TBRA;5180;51TO;Tocantins;TO
TBRA;5181;51TO;Tocantins;TO
TBRA;5182;51TO;Tocantins;TO
TBRA;5183;51TO;Tocantins;TO
TBRA;5184;51TO;Tocantins;TO
TBRA;5185;51TO;Tocantins;TO
TBRA;5186;51TO;Tocantins;TO
TBRA;5187;51TO;Tocantins;TO
TBRA;5188;51TO;Tocantins;TO
TBRA;5189;51TO;Tocantins;TO
TBRA;5190;51TO;Tocantins;TO
TBRA;5191;51TO;Tocantins;TO
TBRA;5192;51TO;Tocantins;TO
TBRA;5193;51TO;Tocantins;TO
TBRA;5194;51TO;Tocantins;TO
TBRA;5195;51TO;Tocantins;TO
TBRA;5196;51TO;Tocantins;TO
TBRA;5197;51TO;Tocantins;TO
TBRA;5198;51TO;Tocantins;TO
TBRA;5199;51TO;Tocantins;TO
TBRA;6000;60PA;Pará;PA
TBRA;6001;60PA;Pará;PA
TBRA;6002;60PA;Pará;PA
TBRA;6003;60PA;Pará;PA
TBRA;6004;60PA;Pará;PA
TBRA;6005;60PA;Pará;PA
TBRA;6006;60PA;Pará;PA
TBRA;6007;60PA;Pará;PA
TBRA;6008;60PA;Pará;PA
TBRA;6009;60PA;Pará;PA
TBRA;6010;60PA;Pará;PA
TBRA;6011;60PA;Pará;PA
TBRA;6012;60PA;Pará;PA
TBRA;6013;60PA;Pará;PA
TBRA;6014;60PA;Pará;PA
TBRA;6015;60PA;Pará;PA
TBRA;6016;60PA;Pará;PA
TBRA;6017;60PA;Pará;PA
TBRA;6018;60PA;Pará;PA
TBRA;6019;60PA;Pará;PA
TBRA;6020;60PA;Pará;PA
TBRA;6021;60PA;Pará;PA
TBRA;6022;60PA;Pará;PA
TBRA;6023;60PA;Pará;PA
TBRA;6024;60PA;Pará;PA
TBRA;6025;60PA;Pará;PA
TBRA;6026;60PA;Pará;PA
TBRA;6027;60PA;Pará;PA
TBRA;6028;60PA;Pará;PA
TBRA;6029;60PA;Pará;PA
TBRA;6030;60PA;Pará;PA
TBRA;6031;60PA;Pará;PA
TBRA;6032;60PA;Pará;PA
TBRA;6033;60PA;Pará;PA
TBRA;6034;60PA;Pará;PA
TBRA;6035;60PA;Pará;PA
TBRA;6036;60PA;Pará;PA
TBRA;6037;60PA;Pará;PA
TBRA;6038;60PA;Pará;PA
TBRA;6039;60PA;Pará;PA
TBRA;6040;60PA;Pará;PA
TBRA;6041;60PA;Pará;PA
TBRA;6042;60PA;Pará;PA
TBRA;6043;60PA;Pará;PA
TBRA;6044;60PA;Pará;PA
TBRA;6045;60PA;Pará;PA
TBRA;6046;60PA;Pará;PA
TBRA;6047;60PA;Pará;PA
TBRA;6048;60PA;Pará;PA
TBRA;6049;60PA;Pará;PA
TBRA;6050;60PA;Pará;PA
TBRA;6051;60PA;Pará;PA
TBRA;6052;60PA;Pará;PA
TBRA;6053;60PA;Pará;PA
TBRA;6054;60PA;Pará;PA
TBRA;6055;60PA;Pará;PA
TBRA;6056;60PA;Pará;PA
TBRA;6057;60PA;Pará;PA
TBRA;6058;60PA;Pará;PA
TBRA;6059;60PA;Pará;PA
TBRA;6060;60PA;Pará;PA
TBRA;6061;60PA;Pará;PA
TBRA;6062;60PA;Pará;PA
TBRA;6063;60PA;Pará;PA
TBRA;6064;60PA;Pará;PA
TBRA;6065;60PA;Pará;PA
TBRA;6066;60PA;Pará;PA
TBRA;6067;60PA;Pará;PA
TBRA;6068;60PA;Pará;PA
TBRA;6069;60PA;Pará;PA
TBRA;6070;60PA;Pará;PA
TBRA;6071;60PA;Pará;PA
TBRA;6072;60PA;Pará;PA
TBRA;6073;60PA;Pará;PA
TBRA;6074;60PA;Pará;PA
TBRA;6075;60PA;Pará;PA
TBRA;6076;60PA;Pará;PA
TBRA;6077;60PA;Pará;PA
TBRA;6078;60PA;Pará;PA
TBRA;6079;60PA;Pará;PA
TBRA;6080;60PA;Pará;PA
TBRA;6081;60PA;Pará;PA
TBRA;6082;60PA;Pará;PA
TBRA;6083;60PA;Pará;PA
TBRA;6084;60PA;Pará;PA
TBRA;6085;60PA;Pará;PA
TBRA;6086;60PA;Pará;PA
TBRA;6087;60PA;Pará;PA
TBRA;6088;60PA;Pará;PA
TBRA;6089;60PA;Pará;PA
TBRA;6090;60PA;Pará;PA
TBRA;6091;60PA;Pará;PA
TBRA;6092;60PA;Pará;PA
TBRA;6093;60PA;Pará;PA
TBRA;6094;60PA;Pará;PA
TBRA;6095;60PA;Pará;PA
TBRA;6096;60PA;Pará;PA
TBRA;6097;60PA;Pará;PA
TBRA;6098;60PA;Pará;PA
TBRA;6099;60PA;Pará;PA
TBRA;6100;61AM;Amazonas;AM
TBRA;6101;61AM;Amazonas;AM
TBRA;6102;61AM;Amazonas;AM
TBRA;6103;61AM;Amazonas;AM
TBRA;6104;61AM;Amazonas;AM
TBRA;6105;61AM;Amazonas;AM
TBRA;6106;61AM;Amazonas;AM
TBRA;6107;61AM;Amazonas;AM
TBRA;6108;61AM;Amazonas;AM
TBRA;6109;61AM;Amazonas;AM
TBRA;6110;61AM;Amazonas;AM
TBRA;6111;61AM;Amazonas;AM
TBRA;6112;61AM;Amazonas;AM
TBRA;6113;61AM;Amazonas;AM
TBRA;6114;61AM;Amazonas;AM
TBRA;6115;61AM;Amazonas;AM
TBRA;6116;61AM;Amazonas;AM
TBRA;6117;61AM;Amazonas;AM
TBRA;6118;61AM;Amazonas;AM
TBRA;6119;61AM;Amazonas;AM
TBRA;6120;61AM;Amazonas;AM
TBRA;6121;61AM;Amazonas;AM
TBRA;6122;61AM;Amazonas;AM
TBRA;6123;61AM;Amazonas;AM
TBRA;6124;61AM;Amazonas;AM
TBRA;6125;61AM;Amazonas;AM
TBRA;6126;61AM;Amazonas;AM
TBRA;6127;61AM;Amazonas;AM
TBRA;6128;61AM;Amazonas;AM
TBRA;6129;61AM;Amazonas;AM
TBRA;6130;61AM;Amazonas;AM
TBRA;6131;61AM;Amazonas;AM
TBRA;6132;61AM;Amazonas;AM
TBRA;6133;61AM;Amazonas;AM
TBRA;6134;61AM;Amazonas;AM
TBRA;6135;61AM;Amazonas;AM
TBRA;6136;61AM;Amazonas;AM
TBRA;6137;61AM;Amazonas;AM
TBRA;6138;61AM;Amazonas;AM
TBRA;6139;61AM;Amazonas;AM
TBRA;6140;61AM;Amazonas;AM
TBRA;6141;61AM;Amazonas;AM
TBRA;6142;61AM;Amazonas;AM
TBRA;6143;61AM;Amazonas;AM
TBRA;6144;61AM;Amazonas;AM
TBRA;6145;61AM;Amazonas;AM
TBRA;6146;61AM;Amazonas;AM
TBRA;6147;61AM;Amazonas;AM
TBRA;6148;61AM;Amazonas;AM
TBRA;6149;61AM;Amazonas;AM
TBRA;6150;61AM;Amazonas;AM
TBRA;6151;61AM;Amazonas;AM
TBRA;6152;61AM;Amazonas;AM
TBRA;6153;61AM;Amazonas;AM
TBRA;6154;61AM;Amazonas;AM
TBRA;6155;61AM;Amazonas;AM
TBRA;6156;61AM;Amazonas;AM
TBRA;6157;61AM;Amazonas;AM
TBRA;6158;61AM;Amazonas;AM
TBRA;6159;61AM;Amazonas;AM
TBRA;6160;61AM;Amazonas;AM
TBRA;6161;61AM;Amazonas;AM
TBRA;6162;61AM;Amazonas;AM
TBRA;6163;61AM;Amazonas;AM
TBRA;6164;61AM;Amazonas;AM
TBRA;6165;61AM;Amazonas;AM
TBRA;6166;61AM;Amazonas;AM
TBRA;6167;61AM;Amazonas;AM
TBRA;6168;61AM;Amazonas;AM
TBRA;6169;61AM;Amazonas;AM
TBRA;6170;61AM;Amazonas;AM
TBRA;6171;61AM;Amazonas;AM
TBRA;6172;61AM;Amazonas;AM
TBRA;6173;61AM;Amazonas;AM
TBRA;6174;61AM;Amazonas;AM
TBRA;6175;61AM;Amazonas;AM
TBRA;6176;61AM;Amazonas;AM
TBRA;6177;61AM;Amazonas;AM
TBRA;6178;61AM;Amazonas;AM
TBRA;6179;61AM;Amazonas;AM
TBRA;6180;61AM;Amazonas;AM
TBRA;6181;61AM;Amazonas;AM
TBRA;6182;61AM;Amazonas;AM
TBRA;6183;61AM;Amazonas;AM
TBRA;6184;61AM;Amazonas;AM
TBRA;6185;61AM;Amazonas;AM
TBRA;6186;61AM;Amazonas;AM
TBRA;6187;61AM;Amazonas;AM
TBRA;6188;61AM;Amazonas;AM
TBRA;6189;61AM;Amazonas;AM
TBRA;6190;61AM;Amazonas;AM
TBRA;6191;61AM;Amazonas;AM
TBRA;6192;61AM;Amazonas;AM
TBRA;6193;61AM;Amazonas;AM
TBRA;6194;61AM;Amazonas;AM
TBRA;6195;61AM;Amazonas;AM
TBRA;6196;61AM;Amazonas;AM
TBRA;6197;61AM;Amazonas;AM
TBRA;6198;61AM;Amazonas;AM
TBRA;6199;61AM;Amazonas;AM
TBRA;6200;62RR;Roraima;RR
TBRA;6201;62RR;Roraima;RR
TBRA;6202;62RR;Roraima;RR
TBRA;6203;62RR;Roraima;RR
TBRA;6204;62RR;Roraima;RR
TBRA;6205;62RR;Roraima;RR
TBRA;6206;62RR;Roraima;RR
TBRA;6207;62RR;Roraima;RR
TBRA;6208;62RR;Roraima;RR
TBRA;6209;62RR;Roraima;RR
TBRA;6210;62RR;Roraima;RR
TBRA;6211;62RR;Roraima;RR
TBRA;6212;62RR;Roraima;RR
TBRA;6213;62RR;Roraima;RR
TBRA;6214;62RR;Roraima;RR
